"ADRM1"	"AP2B1"	"ARL2"	"BCL2L2"	"BIK"	"BNIP3"	"BNIP3L"	"BRMS1"	"BTG1"	"CCL14"	"CCND2"	"CCND3"	"CDK4"	"CDK6"	"CDKN1A"	"CDKN2D"	"CEP55"	"CNOT7"	"CTBP1"	"DAPK1"	"DDX39A"	"DMRTB1"	"EIF4EBP2"	"EXOSC1"	"EXOSC5"	"FHL3"	"GAA"	"IGF2"	"IKZF1"	"IKZF5"	"KLF3"	"LSM2"	"LSM3"	"MME"	"MORF4L1"	"MRFAP1"	"MRFAP1L1"	"MTA1"	"NMI"	"OR10AG1"	"PCNA"	"PIAS1"	"PLEKHG7"	"PPID"	"PSMC1"	"PSMC2"	"PSMD2"	"PSMD5"	"QKI"	"RBBP4"	"RBBP8"	"RBFOX2"	"RBPMS"	"REEP2"	"RING1"	"RYBP"	"S100A1"	"S100B"	"S100P"	"SARNP"	"SH3GLB1"	"SH3GLB2"	"SNX32"	"STMN2"	"STX4"	"SUPT4H1"	"SUPT5H"	"TEX11"	"TOPBP1"	"TSG101"	"UBE2I"	"UCHL5"	"VAMP2"	"VAMP3"	"WDR7"	"lam"	"largeT"	"p53"
"CDK6"	0	0	0	0	0	0.943668438781635	0	0	0	0	3.36690120794477	5.72394048011558	0	0	0	2.31965262809614	1.59671306699835	0	0	0	0.141775599898805	0.000311123178163886	0	0	0	0.647083731249687	0	0	0	0	0	0	0.618241613505144	0	0	0.07264661017299	0	0	0	0.0286462888899661	0.506044183736948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.625833465089333	0	0	0	0	0.194773317445067	0	0	0	1.11859957749959	0	0	0	0	0	0	0
"CDKN1A"	0	0	0	0	0	0	0	0	0	0	5.49408861065911	5.0210142994735	0	0	0	0	0	0	0	0	0	0.790120926620271	0	0	0	0.727194508169249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.08901601670474	0	0	0	1.47415112726739	0	0	0	0.27486038865704	0	0	0.607797776631739	0	0	0	0	0	0	0	0	0	1.17141170612591	0	0	0	0	0.477867056385475	3.33602091846622	0	0	0	0	0	0	0	0	0	0
"CDKN2D"	0	0	0	0	0	0	0.573463081486987	0	0	0	0	0	0	0	0	0	0.632900902516829	0	0	0.227104837380135	0.465486371042549	3.48582790715837	0.318416193810714	0.459857341248779	0	3.13269177857663	0	0	0.143775245587883	0	0	0	0.101720608213403	0	0	0	0	0	0.464453110469983	0	0.164169287561681	0	0	0	0	0	0	0	3.81467094506855	0	0	0.0372129204162149	0	0	0	0	0	0	0.536316045961819	0	2.15417761446414	2.26148245680942	0	0	0	0	0	1.20426485066408	0	3.05532872198031	0.0442981601016028	0	0	0	0	0	0	0
"CEP55"	0.105404438713187	0	0	0	0	0.0228019563123104	0	0	0	0	0.259336305103991	0	1.25795296327379	0.598231643791303	0.424360744211826	0	0	0	0.349062687392659	0	0	0	0	0	0	0	0	0	0	0	0.102803008138664	0	0	0	0	0	0	0	0	0	0.341854219085194	1.07292626631739	0	0	0	0	0	0	0.555906395071571	0	0	0	0	0.157895728764607	0	0	0	0	0	0	0	0.866156652016629	0	0	0	0	0	0.767767310600316	0	6.32385996741879	0	0.359872530144699	0	0	0	0	1.02425522671967	0
"CNOT7"	0	0	0.621454181681493	0	0.941979469436348	1.19496854747876	0	4.82054408397353	3.74804085270987	0	1.45867370173237	0	5.12463038186022	0.576450275935982	1.48127058247334	1.00012015070721	1.32179363283635	0	0	0.476016290098417	0	0	2.82535841706222	2.07305061762356	1.3048190778371	4.93373682826132	0	0.0692089437774578	0	0	0	1.96815755478074	5.31853354880692	0	0.575250734958884	4.31979545879362	4.43524833418871	0	4.12092231713904	0	0	3.73702805535825	0	0.128606256729185	5.31866794198821	4.58160654928392	0	0.0656907247793211	1.95443517478725	3.97915157098542	0	0	0	0	2.22932838444554	2.32235630706313	0	0	0.254778918543232	0.81622737059001	3.10322413496749	5.0906550065894	1.7464221410349	2.38481750776353	0	0	0	4.3199429271352	0	4.19517040563245	0.213380639190624	0	0	0	0	0.0130166492170909	1.57631746540545	0
"CTBP1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DAPK1"	0	0	0	0	0	0	0	0.66052703091102	0	0	0	0	0	0	0	0	0	0	0	0	0.291638644349095	0	0.401547664686804	0	0	0	0	0	0.583403610896459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20553066834534	0.569879993261476	0	0	0	0	0	0	0	0.313151901710597	0.783395475204577	0	0	0	0	1.05089837415896	0	0	0	0	0	0	0	0	0	0	0
"DDX39A"	0	0	0	0	0	0	0	0	0	0	0	0	0.230290637624645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.720410805064182	0	0	0	0	0.00679349512044776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124260974922144	0	0	0	0	0	0	0	0.422383125974378	2.49096253784386	0.40392228038206	0	0	0	0	0	0
"DMRTB1"	0	0	0.322550797254519	0	0	0	0	0	0	0	0	0.375001391877092	1.18172044030053	0	0	0.455236607265962	0	0	1.29758063924781	0	1.04568236181474	0	0	0	0.433574676306378	1.05748876172012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.690157754173357	0	0	1.17523387674014	0	0.0434398668364899	0.391938669591647	4.83036256831919	0	0	4.4495432674001	4.54780509376093	0	0.52785281890211	0	0	0	0	0	0.33721424970343	1.49443492015194	0	0	0	0	0	0.596300791161366	0	0	0	0	0	0	0	0	0	0
"EIF4EBP2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.517241238081816	0.0417226232695374	0	0	0.0352802820555041	0.625747591106	2.49188570606042	0	0	0	0	0	0	2.29229903365773	0	0	0	0	0	0	0	0.349437542580696	0	0	0	0.317496554183947	0	0	0	0.573175922047779	0.250749625710471	0	0	0	0	0	0	0	0	0	0	0.733677370369466	0.89260123481754	0	0	0	0	0.091104863530611	0.266258818905893	0	1.0943541953205	0	0	0	0	0	0	0	0
"EXOSC1"	0	0	0	0	0	0.272538147684112	1.08691877233556	0	0	0	0	0	1.13163448976625	0	0	0	0	0.0585005263335245	0	0	0.252634269646749	3.76013874178408	0	0	4.95176695875044	3.10004470959734	0	0	0	0	0	0	1.25583708643459	0	0	0	0	0	0.970039755688303	0	0	0	0	0	0	0.656873140470165	0	0	1.68984551503506	0	0	0	2.55557132278239	0	0	0	0	0	0	0	1.46109974686625	1.44639895056825	0	0	0	0	0	0	0	0.881996960325803	1.15518245012484	0	0	0	0	0.0243854552168638	0.392506212168986	0
"EXOSC5"	0	0	0	0	0	0	0.0403435733013359	0	0	0	0	0	0.672867436098704	0	0	0	0.105130879768148	0.364960828893411	0	0	1.26466179636516	2.80289619406878	0	4.2408227745296	0	2.93803210827911	0.675766183777779	0	0	0	0	0	0.228098424563623	0	0	0	0	0	0.932160168571178	0	0	0	0	0	0.114715183166549	0	0	0	2.03761791370725	0	0	1.05630656850845	0.185156169580092	0.0227165465495588	0	0	0.0872327140079121	0	0	0	2.26479782746818	3.71829013074874	0	0	0.185357045400441	0	0	1.87055670726759	0	1.19346565939741	0	0	0	0	0	0	0	0
"FHL3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"GAA"	0	0	0.497589272759308	1.13547475784342	0	0	0	0.0766391081120348	0	0	0	0	0	0	0	0.268163004695429	0	0.708117531955877	0	0	0.152214148203293	0.769989731001723	0	0	0	0	0	0	0.456719425277886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.472309757690953	0	0	0	0	0	0	0.361622980416356	0	0	0.340847741061101	0	0	0	0	0	0	1.61985506924933	0	0	0	0	0	0.940743325141051	0	1.27519653614078	0	0	0	0	0	0	0	0
"IGF2"	0	0	0	0	0.145326698850276	0	0	0	0	0	0	0	0.041074217272922	0	0.161928407636062	0	0	0	0.273409945174559	0	0.34083495693036	0.957110628033574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264062067640128	0	0	0	0	0	0	0.331173526697209	0	0	0	0	0	0.184030489824212	0	0	0	0	0	0	0	0	0.0526922970349471	1.21937636117625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"IKZF1"	0	0	0	0.172717365961126	0	0	0.534965778233571	0	0	0.569323466804529	0.0816656294872464	0	0	0	0	0	0	0	0	0.272350372556417	0.847359960803021	0	0	0	0	0	0	0	0.162688431441585	0	0	0	0	0	0	0	0	0.208830336551893	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0843791772813848	0	0	0	0.978066133414902	0	0	0	0	0.471938530828915	0.202260063917476	0	0	0.152464521123125	0	0	0	0	0	2.76010766975029	0	0	0	0	0	0	0.182991210849377
"IKZF5"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.76092167577994	0.185924627469566	0	0	0	0.185711483361277	0	0	0	0	0	0	0	0	0	0	0	0.116873398343356	0	0	0.331034406675587	0	0	0.071878619691662	0	0	0	0	0	0	0	0	0	1.22485977887976	0	0	0	0	0	0.519411141907739	0	0.376396495353802	2.62362575396998	0.101907237098333	0	0	0	0	0	0
"KLF3"	0	0	0	0	0	0.346927650039736	0	0	0	0	0.6170362334909	0	0	0	0	0	0	0	2.22356237880936	0	0	0	0	0.32228595893424	0	4.60256321371391	0	0	0	0	0	0.567733203668576	0	0	0.436176707611664	0	0	0	0	0	0	0.172112605519522	0	0	0	0	0	0	0	0	0	1.28241622202937	0	0	0	0.328869058833934	0.500836281677659	0	0	0	0	0.818498050772949	0	0	0	0	0	0	0	0	0.539893736549512	0.220577218459348	0	0	0	0	0	0
"LSM2"	0	0	0	0	0	0.106750458850682	0	0	0	0	0	0	0	0	0	0	0.296767241881997	0	0	0	0	0.710324250980241	0	0	0	0	0	0	0	0	0.187732106429791	0	0.523895316092043	0	0	0	0	0	0.084318591195984	0	0	0	0	0	0	0.46427900934743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117912437056948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"LSM3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.509416835804346	0	0	0	0	0	0	0	0	0	0	0.706563509835812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99458909428127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0939098717447305	0	0	0	0	0	0	0	0	0	0	0	0
"MME"	0	0	0	0	0.218662997585535	0	1.54635848107877	0	0	0	0	0.496340275892371	0	0	0	0	0	0	0	0	1.40838823697269	0	0	0	0	0	0	0	0	0	0	0.23431714829156	0.155329833403382	0	0	0	0	0	0	0	0	0	0	0	0	1.5067018819923	0	0	0.328344590453361	0	0	0	0	0	0	0	0	0	0	0	0.551800659811008	0	0	0	0	0	0	0.79397278480577	0	1.24414102571386	0	0	0	0	0	0	0	0
"MORF4L1"	0	0	0	0	0	0.84023034973891	0	0.816208663903678	0	0.304850051812392	0	0	0.991890320717475	0	0	0	0.320947417877822	0	0.437973770548792	0	0	0.722958824065505	0	0	0	0.339179987694602	0	0	0	0	0	0	0.562568348153141	0	0	1.58428810985272	3.63913986470437	0	2.51863030326053	0.579491619872434	0	1.6651827955013	0	0	0.442362757517342	0	0	0	1.52038284035894	0	0	0.328558316404074	0	0.331139982322344	0	0.514075958329765	0.300495284170474	0	0	0	0.166732866249304	5.33950908695439	0	0	0	0	0	5.77394045427845	0	0.00717931382296311	0	0	0	0	0	0	0	0
"MRFAP1"	0	0	0	0	0	0.904324788034944	0	0	0	0.0318836376464623	0	0	0	0	0	0	0.611796407699618	0	0	0	0.892922858581727	0	0	1.22144454312762	0	0	0.0931137113765851	0	0	0	0	0	0.136223784652852	0	0	0	0	0	0	0	0	0	0	0	0.0102163565048467	0	0	0	0	0	0	0	0	0	0	0	0.0316433172542129	0	0	0	0	1.19297130894395	0	0	0	0.516999958204626	0	5.55583054735613	0	0	0	0	0	0	0	0	0	0
"MRFAP1L1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593441194495769	0	0	0	0	0	0	0.313706057076033	0	0.0793022210809585	0.576298152582092	0	0	2.73361610784834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00951956154389855	1.46663985175299	0	0	0	0	0	3.46376560731902	0	0	0	0	0	0	0	0	0	0
"MTA1"	0	0	0	0	0	0	0	0	0	0	0	0	0.12241050865991	0	0	0	0	0	0	0	0.44499854571637	1.83162651088473	0	0	0	1.54847138048599	1.13902044850103	0	0	0	0	0	0	0	0	0	0.241775054972984	0	0	0	0	0	0	0	0	0	0	0	0.75750442703227	0	0	0.793456992730782	0	0	0	0	0	0	0	0	0.470832312249976	2.20345403785866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NMI"	0	0	0	0	0.084087082338567	0	0	4.23940003288013	0	0	0	0	0	0	0	0	0.582206504748975	0	0	0	0	0	0	0.36308177568558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10112021823624	0	0	0	0	0	0	0.172330879000591	0	0	0	0	0	0	0.35682033804425	0	0	1.23959958396431	0	0	0	0.443522532343409	0	0	0	0	0	0	0.228308000101086	1.85648895708442	0.251949031824633	0	0	0	0	0	0
"OR10AG1"	0	0	0	0	0	0	0.387166542471204	0	0	0	0	0	0	0.356828820297746	0	0	0	0.0550187263737294	0	0	0	0	0	0	0	0	0	0	0.570517499087208	0	0	0	0	0	0	0	0	0	0.255721931597399	0	0	0.0863728502405001	0	0	0	0	0	0.341865723175576	0.850087058052044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121483458365984	0	0	0	0	0	0	0	0
"PCNA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55128727298027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16626041247283	0	0	0	0	0	0	0	0	0.312470867253101	0	0	0.519412422879802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10080249845174	0	0	0	0	0.0457392565961128	0	0
"PIAS1"	0	0	0	0	0	0	0	0.772621018422489	0	0	0.382298157000727	0	2.51915616852201	0	0	0	0	0	0	0	0	0.939375888160059	0	1.58010534174631	0.767095341790585	3.89764088120178	0	0	0	0	0.529318775909503	0	3.41932074868311	0	0	0.294015324333993	0	0	0	0	0	0	0	0	2.15065289097193	0.452216656712879	0	0	2.42863682792583	0.896445455641572	0	2.05580919136151	1.16947084064545	0.865097241599953	0	0	0	0	0	0	0.101280609289727	0.866122990310332	0	1.91553479557299	0	0	0	4.23473931022979	0	2.82028064465742	2.76274671126836	0	0	0	0	0	0	0
"PLEKHG7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PPID"	0	0	0	0	0	0	0	0	0	0	0	0.841401439629098	0	0	0	0	0	0	0	0	0.042423855367938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.61737392069121	0	0	0	0	0	0	0	0	0	0.619578725929182	0.26356277675942	0	0.270260703823627	0	0	0	0	0	0	0	0	1.27275708824343	0	0	0	0	0	0	0.832977311389081	0	0	0	0.428078678381835	0	0	0	0	0	0
"PSMC1"	0	0	0	0	0	0	0	0	0	0	0.0251142081649878	0	0	0	0	0	0	0.310816191548293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485422358151063	0	0	0	0	0	0	0	0	0	0.10269691561881	0	0	0	0	0	0	0	0	0	0	0	0
"PSMC2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.743162171140274	0	0	0	0	0	0	0	0	0	0	0	0	0.229973755734537	0	0	0	0	0	3.85291698203679	0	0	3.96498213347813	0.053376039524572	0	0	0	0.505010555380975	0	0	0	0	0	0	0	0.956332045747033	0.175540378668362	0	0	0	0	0	0	0	0.102906745513278	0	0	0	0	0	0	0	0
"PSMD2"	0	0	0	0	0.059416477247951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63814928612168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23074225654343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33423395307385	0	0	0	0	0	0	0	0.970535060909121	0
"PSMD5"	0	0	0	0	0	0	0	0	0.319825406178521	0	0	0	0	0	0	0	1.62465119985721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901233950100257	4.14012111914357	0	0	1.1564183299423	0	0	0	0	0	0	0	0	0	0	0	1.34662953161212	0.488536249601584	0	0	0	0	0	0.00893016780723555	0	0	0	0	0	0	0	0	0	0
"QKI"	0.119250737710124	0	0	0	0.00926401168783367	0	0.751412264546691	0.354469401188586	0	0	0	0	0.361062956370866	0	0	0.487451156858447	0	1.36292819588742	0	0	0.258471831762606	4.46946772785687	0	0	0	0.718024609986425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81411070729422	0	0	0	0	0	0	0	0	0.831307004412453	2.94836907701609	2.43616567359695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.921388332295403	0	0	0	0	0	0	0	0	0.0958802690682588	0
"RBBP4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.743057904067245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185100485441597	0.0640175135664907	0	0	0.813826600908799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150449411188894	2.15188067509207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RBBP8"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"RBFOX2"	0	0.00116998098326642	0	0	0.334674815000323	0	0	0	0.354534870658344	0	0	0	1.28176964468169	0	0.22851111374445	0	0	0	0	0	0	4.02162040708696	0.333598520335769	0.155205120978989	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268596499354113	0	0.740774154061206	0	0.890776182926618	0	0	0.505194604674516	0	0	0	5.58884352271542	0	0	0	2.31703067585696	0.419657073888119	0	0	0	0	0	0	0.191291879738172	1.52088164051394	0	0	0	0	0	0.464949234876454	0.335925832409485	0	0	0.410963228281544	0	0	0	0	0	0
"RBPMS"	0	0	0	0	0	0	0.926464207641812	0	0	0	1.59878815213577	0	0.917899563586559	0	0	0	0.0129787877653936	0.239408439012738	0	0	0	4.704415631633	0	0	0.663930829568197	0	0	0	0	0	0	0	0	0	0.237941825606994	0	0	0.0267347008551974	0	0.0560441543325902	0	0.388262452381004	0	0	0	0	0	0	5.87683337846739	0	0	3.58548983596012	1.02779812877164	0	0	0	0	0	0	0	1.67582323943381	0.507089091779003	0	0	0.105696233000835	0	0	0	0.0332081454821866	0.298635601794365	0	0	0	0	0	0	0.701397180306861	0
"REEP2"	0	0	0	0	0	0	0	0	0	0	0	0	0.601390118387385	0	0	0	0	0	0	0	0.856562484564959	0	0	0	0.32865533989182	0.798146361602626	0	0	0	0	0	0.240984441501614	0.272861787232093	0	0	0	0	0	0	0	0.430995654402385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39729489098468	0	0	0	0	0	0.115652233597967	0	0	0.348104137661602	0	0	0	0	0	0	0
