# This file contains 'Interaction Scores' generated by rec-YnH score function
DB(Read 1) \ AD(Read 2)	"ADRM1"	"AP2B1"	"ARL2"	"BCL2L2"	"BIK"	"BNIP3"	"BNIP3L"	"BRMS1"	"BTG1"	"CCL14"	"CCND2"	"CCND3"	"CDK4"	"CDK6"	"CDKN1A"	"CDKN2D"	"CEP55"	"CNOT7"	"CTBP1"	"DAPK1"	"DDX39A"	"DMRTB1"	"EIF4EBP2"	"EXOSC1"	"EXOSC5"	"FHL3"	"GAA"	"IGF2"	"IKZF1"	"IKZF5"	"KLF3"	"LSM2"	"LSM3"	"MME"	"MORF4L1"	"MRFAP1"	"MRFAP1L1"	"MTA1"	"NMI"	"OR10AG1"	"PCNA"	"PIAS1"	"PLEKHG7"	"PPID"	"PSMC1"	"PSMC2"	"PSMD2"	"PSMD5"	"QKI"	"RBBP4"	"RBBP8"	"RBFOX2"	"RBPMS"	"REEP2"	"RING1"	"RYBP"	"S100A1"	"S100B"	"S100P"	"SARNP"	"SH3GLB1"	"SH3GLB2"	"SNX32"	"STMN2"	"STX4"	"SUPT4H1"	"SUPT5H"	"TEX11"	"TOPBP1"	"TSG101"	"UBE2I"	"UCHL5"	"VAMP2"	"VAMP3"	"WDR7"	"lam"	"largeT"	"p53"
"CCND2"	0.000000	0.000000	0.000000	0.000000	2.500432	0.000000	0.000000	0.000000	0.608366	0.000000	1.960958	0.000000	6.023783	4.464523	5.795535	0.000000	2.857322	0.000000	0.000000	0.000000	2.300560	0.000000	0.000000	0.000000	1.114125	1.829609	0.000000	0.000000	5.806604	0.000000	0.000000	0.000000	1.002247	0.000000	0.000000	0.606477	0.000000	0.000000	2.149155	0.000000	0.000000	1.696288	0.000000	0.000000	1.372257	0.000000	0.000000	4.366843	0.000000	0.000000	0.000000	3.345085	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.442460	0.000000	0.000000	2.351148	0.000000	0.000000	0.000000	1.018332	0.000000	3.316528	0.000000	2.149155	0.000000	1.021065	0.000000	0.000000	0.000000	1.641911	0.000000	0.000000
"CCND3"	0.000000	0.000000	1.262124	0.000000	1.921243	0.862526	0.000000	1.207711	0.000000	1.674834	0.657237	0.000000	6.999471	5.959093	3.517551	1.317141	1.803991	1.715539	0.000000	2.759283	2.861006	3.390694	0.000000	0.760376	0.550489	2.222896	1.819744	0.279939	0.000000	0.000000	3.720538	0.533579	1.585325	0.000000	0.000000	1.170349	0.867399	0.773058	0.000000	0.000000	0.000000	1.625536	0.000000	0.000000	2.875318	0.000000	0.000000	0.000000	4.532262	0.000000	0.000000	3.580644	2.297415	0.000000	0.978399	1.104393	0.000000	3.878251	0.000000	0.149525	2.696454	3.064188	0.000000	0.574799	0.000000	0.000000	0.000000	3.223774	0.000000	0.752970	0.000000	0.000000	0.000000	0.000000	0.000000	0.592252	0.000000	0.000000
"CDK4"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.846534	1.098499	0.000000	0.000000	3.007218	6.530564	0.000000	0.000000	0.722987	0.000000	0.000000	0.000000	0.000000	0.000000	2.530378	2.075684	1.205564	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.183649	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.975624	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.414757	3.226532	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.437690	0.000000	0.000000	0.000000	0.000000	1.022984	0.000000	0.000000
"CDK6"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.001912	0.000000	0.000000	3.099541	3.317043	5.894846	0.000000	0.660503	0.000000	2.461219	0.000000	0.989769	0.000000	0.000000	0.000000	1.495727	0.798590	0.000000	0.000000	1.931558	2.424425	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.443458	0.000000	0.493591	1.751070	0.000000	0.000000	1.346586	0.000000	0.348839	0.629539	0.687600	0.000000	0.000000	2.214163	0.000000	0.000000	2.869782	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.508443	0.000000	0.957338	0.000000	2.030757	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"CDKN1A"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.303947	0.000000	0.000000	6.444150	4.214711	1.350458	0.000000	0.000000	0.000000	0.000000	1.281866	0.000000	0.000000	0.000000	0.000000	0.619953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.586461	0.000000	0.000000	0.000000	0.000000	0.374265	0.000000	0.486109	9.804577	0.000000	0.000000	0.000000	1.758358	0.000000	0.000000	0.000000	1.865060	0.718261	0.000000	2.480499	0.000000	0.000000	0.000000	0.566099	0.000000	0.000000	0.000000	0.000000	1.442460	1.018332	0.000000	0.385991	0.000000	0.000000	0.000000	3.082169	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.042921	0.000000	0.000000
"CDKN2D"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.816295	0.648254	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.827078	0.000000	0.000000	1.643031	5.081892	0.000000	0.000000	0.000000	3.298679	1.099813	0.000000	0.000000	0.000000	0.000000	0.000000	2.262128	0.000000	0.000000	1.430468	0.640381	0.000000	2.237448	0.000000	0.000000	0.854190	0.000000	0.280690	0.515563	0.970022	0.000000	0.000000	5.997287	0.000000	0.000000	0.000000	0.000000	0.755382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.602512	3.382349	0.000000	0.000000	0.000000	0.000000	1.589018	2.080991	0.000000	2.907341	4.208305	0.000000	0.000000	0.000000	0.000000	0.297907	0.000000	0.000000
"CEP55"	1.660037	0.000000	0.375829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.462072	0.524611	0.000000	0.000000	0.000000	0.000000	0.684881	0.000000	0.000000	0.000000	0.000000	0.000000	1.308375	0.000000	1.059451	0.000000	0.296121	0.000000	0.000000	0.000000	0.308090	0.000000	0.000000	0.000000	0.288978	0.908500	1.004057	0.000000	0.594688	0.000000	1.181402	0.000000	0.000000	0.743555	1.703900	0.000000	0.000000	0.000000	0.865129	0.000000	0.000000	0.000000	1.056669	0.000000	0.000000	0.000000	0.000000	0.000000	0.431426	0.000000	2.297913	0.622988	0.604805	0.000000	0.367575	0.000000	1.181402	0.000000	6.592605	0.000000	0.285049	0.000000	0.000000	0.000000	0.000000	0.000000	5.890608
"CNOT7"	1.946275	0.000000	0.771988	0.000000	0.834776	0.000000	0.000000	3.955712	3.443804	1.510582	0.000000	2.198738	4.426842	1.093904	1.814933	1.363166	3.233533	0.000000	0.000000	0.000000	0.000000	0.917670	3.844358	3.004046	1.744480	3.848532	0.000000	0.239509	0.000000	0.000000	0.000000	0.249383	4.431938	0.000000	0.331447	3.733885	4.355142	0.483927	5.663874	0.622124	0.000000	3.839618	0.000000	0.952568	4.834153	4.391206	0.000000	0.000000	1.474112	1.203069	0.000000	0.000000	2.926847	0.000000	3.540682	3.103908	0.000000	0.000000	1.108211	0.351948	5.451670	4.986676	2.145527	2.034160	0.000000	0.852016	0.000000	4.176759	0.000000	4.484264	1.895103	0.603551	0.000000	0.000000	0.000000	1.583830	0.871260	0.000000
"CTBP1"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"DAPK1"	0.000000	0.000000	0.000000	0.000000	1.938831	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.174512	0.000000	0.000000	1.095881	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.938831	0.697394	0.000000	0.725206	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.813250	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.627624	0.000000	0.000000	1.168503	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"DDX39A"	0.000000	0.000000	0.000000	0.000000	0.908028	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.964775	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.908028	0.971733	0.844445	0.000000	0.000000	0.000000	0.000000	0.000000	0.462012	0.000000	0.000000	0.000000	0.473853	0.000000	1.842220	0.202593	0.000000	0.357321	0.000000	0.000000	0.377307	0.415356	0.654968	0.000000	0.996003	0.000000	0.000000	0.000000	0.000000	0.000000	0.543625	0.239779	0.000000	0.000000	0.000000	1.161017	0.000000	0.825236	0.780920	0.547664	0.000000	0.716497	0.000000	0.000000	0.000000	0.000000	4.478538	0.255415	0.000000	0.000000	0.000000	0.399676	0.300878	0.000000
"DMRTB1"	0.000000	0.000000	1.253001	0.000000	0.000000	0.000000	4.398107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.113324	1.039152	1.508170	0.000000	2.733083	10.405886	0.000000	0.000000	0.000000	1.640751	0.000000	0.000000	2.331081	2.370551	1.640751	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.470991	0.000000	0.000000	1.116835	2.959492	0.840359	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.787888	0.000000	0.000000	8.428126	7.866696	0.000000	0.000000	0.000000	0.000000	0.000000	2.959492	0.000000	0.000000	1.596188	1.811699	1.144338	0.000000	0.000000	0.000000	2.785414	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"EIF4EBP2"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.369936	2.022638	0.000000	0.000000	1.955687	0.955797	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.721588	2.046696	0.000000	1.135263	0.000000	0.000000	0.000000	0.000000	2.837718	0.000000	0.000000	0.000000	0.000000	0.411527	0.000000	0.920735	0.000000	0.502029	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.980188	0.000000	0.000000	0.000000	3.577757	0.000000	0.000000	0.618742	0.000000	0.000000	0.000000	0.000000	0.000000	1.440693	0.437807	0.000000	0.000000	0.251569	0.000000	0.000000	0.000000	0.000000	0.000000	0.363813	0.000000	0.000000	0.000000	0.773227	0.000000	0.000000
"EXOSC1"	0.000000	0.000000	0.000000	0.000000	2.322179	0.000000	0.000000	0.000000	1.486415	0.000000	0.000000	0.000000	1.472395	0.000000	0.000000	0.850316	0.000000	1.156677	0.000000	0.000000	0.000000	5.034574	1.913120	0.000000	6.443254	2.744988	0.000000	0.546993	0.000000	0.000000	0.000000	0.567290	1.445198	0.000000	0.000000	0.000000	0.916409	1.012542	0.000000	0.000000	0.000000	0.714965	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.333266	0.000000	0.000000	3.148670	4.158726	0.000000	0.000000	0.000000	0.000000	0.000000	1.982087	0.000000	2.786865	2.434012	1.400125	0.000000	0.000000	0.000000	0.000000	1.190860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"EXOSC5"	1.054496	0.000000	0.531153	0.000000	0.000000	0.000000	2.899553	0.920831	0.000000	0.000000	0.000000	0.885149	0.000000	1.049899	0.000000	0.000000	3.158754	1.897680	0.000000	0.000000	0.000000	3.468027	0.000000	5.268463	0.798499	2.904190	1.227801	0.423059	0.000000	0.000000	0.000000	0.439428	1.184930	0.000000	0.000000	0.413266	0.000000	0.460500	4.366545	0.000000	0.000000	0.000000	0.000000	0.000000	1.593127	0.000000	0.000000	0.000000	2.122754	0.495245	0.000000	0.000000	0.000000	1.387080	0.000000	0.000000	0.000000	0.000000	1.063817	0.000000	4.875378	5.392802	0.000000	0.000000	0.000000	0.000000	0.000000	0.962158	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.476324	0.000000
"FHL3"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"GAA"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.006455	0.713634	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.192105	0.000000	1.259270	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.740948	1.137800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.561031	0.963953	1.043376	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.155314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"IGF2"	0.000000	0.000000	0.349042	0.000000	0.933035	0.000000	0.000000	0.242571	0.495211	0.000000	0.000000	0.760837	0.000000	0.729669	0.273513	0.000000	2.555103	0.000000	5.772098	0.956944	0.000000	0.000000	0.505002	0.000000	0.000000	1.135279	0.868177	0.000000	0.000000	0.000000	0.000000	0.000000	0.476736	0.000000	0.378189	0.000000	0.853387	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.163767	0.000000	1.132365	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.401200	2.328722	0.848571	0.581825	0.309758	0.000000	0.000000	0.000000	0.662780	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.311008	0.000000
"IKZF1"	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.165672	0.838831	1.250179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.841314	0.000000	2.148963	0.810173	1.355582	0.000000	0.000000	0.000000	0.000000	0.000000	1.309959	0.000000	0.000000	0.470203	0.817147	0.000000	0.000000	0.000000	0.000000	1.071398	0.000000	0.370584	0.665168	0.000000	0.000000	0.000000	0.000000	0.561450	0.000000	0.000000	0.000000	0.954783	0.000000	1.799183	0.000000	0.000000	0.000000	0.265272	2.600926	0.000000	0.000000	0.000000	0.000000	0.324324	0.000000	1.679396	0.000000	0.000000	6.056796	0.464179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"IKZF5"	0.000000	0.000000	0.426019	0.000000	0.000000	0.000000	0.000000	0.000000	0.329967	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.544018	0.000000	0.000000	0.000000	0.000000	1.547803	0.000000	0.000000	0.000000	0.651310	0.322272	0.000000	0.000000	8.841862	0.000000	0.000000	0.350290	0.576726	0.000000	0.000000	0.000000	0.590953	0.000000	0.000000	0.668022	0.000000	1.068859	0.000000	0.000000	0.474245	0.000000	0.000000	0.000000	1.198374	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.770837	0.000000	0.000000	0.000000	0.342836	0.000000	0.587330	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.844192	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
"KLF3"	1.818701	0.000000	0.000000	0.000000	2.160321	0.000000	0.000000	0.000000	0.833047	0.000000	1.657704	0.000000	0.000000	0.000000	0.000000	1.258687	3.365453	0.000000	0.000000	0.000000	2.776034	2.303716	0.000000	1.844637	0.000000	4.865970	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.082737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.714475	0.000000	0.000000	1.126615	1.214680	0.000000	0.000000	0.000000	0.971746	0.000000	4.822651	3.965708	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	2.481220	0.000000	0.000000	0.000000	0.000000	0.000000	1.689486	0.000000	0.000000	5.214525	0.000000	0.000000	0.000000	0.000000	0.000000	0.939685	0.000000
